barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,_id,needsFetchReviewReason,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,userFlaggedDescription,originalMetaBriteBarcode,originalMetaBriteDescription,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,originalMetaBriteQuantityPurchased,pointsEarned,targetPrice,competitiveProduct,originalFinalPrice,originalMetaBriteItemPrice,deleted,priceAfterCoupon,metabriteCampaignId
null,K BLUBRY M,14,14,null,1061,null,2,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KROGER,null,14,K BLUBRY M,null,null,null,null,null,null,null,null,null,null
null,K ALMIPOPY,14,14,null,1063,null,2,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,14,K ALMIPOPY,null,null,null,null,null,null,null,null,null,null
41695103799,Braswell's Vidalia Onion & Summer Tomato,5.49,5.49,null,1065,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,BRASWELL'S,null,5.49,BRASWELL DRSSNG VI,null,null,null,null,null,null,null,null,null,null
null,2 OTY JELLO,3,3,null,1066,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,JELL-O,null,3,2 OTY JELLO,null,null,null,null,null,null,null,null,null,null
48001213517,Best Foods Real Mayonnaise,8.56,8.56,null,1067,null,2,null,null,null,null,600f0cc70a720f053500002c,null,null,null,BEST FOODS MAYONNAISE,null,null,null,null,HELLMANN'S/BEST FOODS,null,8.56,BEST FOODS,null,null,null,null,null,null,null,null,null,BEST FOODS MAYONNAISE
null,C*MPPFTT C,20,20,null,1069,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,20,C*MPPFTT C,null,null,null,null,null,null,null,null,null,null
null,MARTINELLIS $PARXL,2.49,2.49,null,1070,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,2.49,MARTINELLIS $PARXL,null,null,null,null,null,null,null,null,null,null
null,WISHBONE *USSIA%,3.29,3.29,null,1072,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3.29,WISHBONE *USSIA%,null,null,null,null,null,null,null,null,null,null
null,K BLUBRY M,14,14,null,1074,null,2,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KROGER,null,14,K BLUBRY M,null,null,null,null,null,null,null,null,null,null
null,K ALMIPOPY,14,14,null,1077,null,2,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,14,K ALMIPOPY,null,null,null,null,null,null,null,null,null,null
41695103799,Braswell's Vidalia Onion & Summer Tomato,5.49,5.49,null,1080,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,BRASWELL'S,null,5.49,BRASWELL DRSSNG VI,null,null,null,null,null,null,null,null,null,null
null,2 OTY JELLO,3,3,null,1082,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,JELL-O,null,3,2 OTY JELLO,null,null,null,null,null,null,null,null,null,null
48001213517,Best Foods Real Mayonnaise,8.56,8.56,null,1084,null,2,null,null,null,null,600f0cc70a720f053500002c,null,null,null,BEST FOODS MAYONNAISE,null,null,null,null,HELLMANN'S/BEST FOODS,null,8.56,BEST FOODS,null,null,null,null,null,null,null,null,null,BEST FOODS MAYONNAISE
null,CAMPBELL S,20,20,null,1087,null,4,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,20,CAMPBELL S,null,null,null,null,null,null,null,null,null,null
null,CMPBL CRM,3.96,3.96,null,1090,null,2,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3.96,CMPBL CRM,null,null,null,null,null,null,null,null,null,null
null,CMPBL FF â‚¬,8,8,null,1093,null,2,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,8,CMPBL FF â‚¬,null,null,null,null,null,null,null,null,null,null
null,MC GRILL MATES,1.99,1.99,null,1096,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,MCCORMICK GRILL MATES,A.1. DRY RUB,1.99,MC GRILL MATES,null,null,null,null,null,null,null,null,null,null
null,MC GRILL MATES,1.99,1.99,null,1098,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,MCCORMICK GRILL MATES,A.1. DRY RUB,1.99,MC GRILL MATES,null,null,null,null,null,null,null,null,null,null
53800123004,Lindsay Recloseables - California Ripe Olives - Sliced,5.16,5.16,null,1100,null,2,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,LINDSAY,null,5.16,LINDSAY OL,null,null,null,null,null,null,null,null,null,null
53800123004,Lindsay Recloseables - California Ripe Olives - Sliced,5.16,5.16,null,1103,null,2,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,LINDSAY,null,5.16,LINDSAY OL,null,null,null,null,null,null,null,null,null,null
null,OBT SAUSAG,13.96,13.96,null,1106,null,2,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,13.96,OBT SAUSAG,null,null,null,null,null,null,null,null,null,null
71100006681,Hidden Valley Original Ranch Dressing,7.49,7.49,null,1109,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,HIDDEN VALLEY SALAD DRESSING 21OZ AND LARGER,null,null,null,null,HIDDEN VALLEY,null,7.49,HVR SLD DRSG 36 FZ,null,null,null,null,null,null,null,null,null,HIDDEN VALLEY SALAD DRESSING 21OZ AND LARGER
null,HVR CUPS ORIGINAL,5.49,5.49,null,1111,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,HIDDEN VALLEY SALAD DRESSING 21OZ AND LARGER,null,null,null,null,HIDDEN VALLEY,null,5.49,HVR CUPS ORIGINAL,null,null,null,null,null,null,null,null,null,HIDDEN VALLEY SALAD DRESSING 21OZ AND LARGER
null,KITCHEN A,4.16,4.16,null,1113,null,2,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KROGER,null,4.16,KITCHEN A,null,null,null,null,null,null,null,null,null,null
72310001244,Bigelow Tea Bags - Earl Grey,4.69,4.69,null,1116,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,BIGELOW,LIPTON TEA,4.69,BGLW EARL GREY TEA,null,null,null,null,null,null,null,null,null,null
41800200139,Welch's Juice - Black Cherry Concord Grape,5.96,5.96,null,1118,null,2,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,WELCH'S,CAPRI SUN BEVERAGE DRINK,5.96,WELCHS CON,null,null,null,null,null,null,null,null,null,null
null,PEARLS OLIVES BLK,4.49,4.49,null,1121,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,4.49,PEARLS OLIVES BLK,null,null,null,null,null,null,null,null,null,null
null,ALSK BTRD PCN4.5OZ,4.19,4.19,null,1123,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,4.19,ALSK BTRD PCN4.5OZ,null,null,null,null,null,null,null,null,null,null
null,ALASKA CHIP COMPAN,4.19,4.19,null,1125,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,4.19,ALASKA CHIP COMPAN,null,null,null,null,null,null,null,null,null,null
null,ALASKA CHIP COMPAN,4.19,4.19,null,1127,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,4.19,ALASKA CHIP COMPAN,null,null,null,null,null,null,null,null,null,null
null,ALASKA CHIP COMPNY,4.19,4.19,null,1129,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,4.19,ALASKA CHIP COMPNY,null,null,null,null,null,null,null,null,null,null
null,NUTELLA &,26.68,26.68,null,1131,null,4,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,NUTELLA,null,26.68,NUTELLA &,null,null,null,null,null,null,null,null,null,null
23671200000,Cheese Cheddar & Colby - Signature Jack Cheese,7.99,7.99,null,1134,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,CHEESE,null,7.99,LUC CHES COLBY JAC,null,null,null,null,null,null,null,null,null,null
26623200000,Cheese Cheddar & Colby - Signature Mild Cheese,7.99,7.99,null,1136,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,CHEESE,null,7.99,LUC CHESE MLD CHED,null,null,null,null,null,null,null,null,null,null
null,Whole Milk,3.89,3.89,null,1138,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3.89,LUCERNE MILK 2%,null,null,null,null,null,null,null,null,null,null
null,NNCE,3.97,3.97,null,1140,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3.97,NNCE,null,null,null,null,null,null,null,null,null,null
null,LEGO 71029,4.99,4.99,null,1142,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,4.99,LEGO 71029,null,null,null,null,null,null,null,null,null,null
null,LEGO 71029,4.99,4.99,null,1144,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,4.99,LEGO 71029,null,null,null,null,null,null,null,null,null,null
null,PC PCKT WALIET,1.8,1.8,null,1146,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1.8,PC PCKT WALIET,null,null,null,null,null,null,null,null,null,null
null,PC PCKT WALLET,1.8,1.8,null,1147,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1.8,PC PCKT WALLET,null,null,null,null,null,null,null,null,null,null
null,PC PCKT WALLET,1.8,1.8,null,1148,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1.8,PC PCKT WALLET,null,null,null,null,null,null,null,null,null,null
null,PC PCKT WALLET,1.8,1.8,null,1149,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1.8,PC PCKT WALLET,null,null,null,null,null,null,null,null,null,null
null,PC PCKT WALLET,1.8,1.8,null,1150,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1.8,PC PCKT WALLET,null,null,null,null,null,null,null,null,null,null
null,PC PCKT WALLET,1.8,1.8,null,1151,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1.8,PC PCKT WALLET,null,null,null,null,null,null,null,null,null,null
null,PC IMPULSE,1,1,null,1152,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1,PC IMPULSE,null,null,null,null,null,null,null,null,null,null
null,BEN JERRYS I,3.49,3.49,null,1153,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,BEN AND JERRYS ICE CREAM,null,null,null,null,BEN AND JERRYS,null,3.49,BEN JERRYS I,null,null,null,null,null,null,null,null,null,BEN AND JERRYS ICE CREAM
null,BEN JERRYS I,3.49,3.49,null,1154,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,BEN AND JERRYS ICE CREAM,null,null,null,null,BEN AND JERRYS,null,3.49,BEN JERRYS I,null,null,null,null,null,null,null,null,null,BEN AND JERRYS ICE CREAM
null,BEN JERRYS I,3.49,3.49,null,1155,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,BEN AND JERRYS ICE CREAM,null,null,null,null,BEN AND JERRYS,null,3.49,BEN JERRYS I,null,null,null,null,null,null,null,null,null,BEN AND JERRYS ICE CREAM
null,BEN JERRYS I,4.49,4.49,null,1156,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,BEN AND JERRYS ICE CREAM,null,null,null,null,BEN AND JERRYS,null,4.49,BEN JERRYS I,null,null,null,null,null,null,null,null,null,BEN AND JERRYS ICE CREAM
null,MEGA EVENT S,1,1,null,1157,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1,MEGA EVENT S,null,null,null,null,null,null,null,null,null,null
null,BEN JERRYS I,3.49,3.49,null,1158,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,BEN AND JERRYS ICE CREAM,null,null,null,null,BEN AND JERRYS,null,3.49,BEN JERRYS I,null,null,null,null,null,null,null,null,null,BEN AND JERRYS ICE CREAM
null,PC FELT POUCHES,3,3,null,1159,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3,PC FELT POUCHES,null,null,null,null,null,null,null,null,null,null
null,PC FELT POUCHES,3,3,null,1160,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3,PC FELT POUCHES,null,null,null,null,null,null,null,null,null,null
null,PC PCKT WALLET,1.8,1.8,null,1161,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1.8,PC PCKT WALLET,null,null,null,null,null,null,null,null,null,null
null,PC PCKT WALLET,1.8,1.8,null,1162,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1.8,PC PCKT WALLET,null,null,null,null,null,null,null,null,null,null
null,PC PCKT WALLET,1.8,1.8,null,1163,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1.8,PC PCKT WALLET,null,null,null,null,null,null,null,null,null,null
null,PC PCKT WALLET,1.8,1.8,null,1164,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1.8,PC PCKT WALLET,null,null,null,null,null,null,null,null,null,null
null,PC PCKT WALLET,1.8,1.8,null,1165,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1.8,PC PCKT WALLET,null,null,null,null,null,null,null,null,null,null
null,PC PCKT WALLET,1.8,1.8,null,1166,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1.8,PC PCKT WALLET,null,null,null,null,null,null,null,null,null,null
null,PC FELT POUCHES,3,3,null,1167,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3,PC FELT POUCHES,null,null,null,null,null,null,null,null,null,null
null,PC FELT POUCMES,3,3,null,1168,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3,PC FELT POUCMES,null,null,null,null,null,null,null,null,null,null
null,PC FELT POUCEES,3,3,null,1169,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3,PC FELT POUCEES,null,null,null,null,null,null,null,null,null,null
null,PC FELT POUCHES,3,3,null,1170,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3,PC FELT POUCHES,null,null,null,null,null,null,null,null,null,null
null,PC FELT POUCHES,3,3,null,1171,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3,PC FELT POUCHES,null,null,null,null,null,null,null,null,null,null
null,PC FELT POUCHES,3,3,null,1172,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3,PC FELT POUCHES,null,null,null,null,null,null,null,null,null,null
null,PC RELT POUCHES,3,3,null,1173,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3,PC RELT POUCHES,null,null,null,null,null,null,null,null,null,null
null,PC FELT POUCHES,3,3,null,1174,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3,PC FELT POUCHES,null,null,null,null,null,null,null,null,null,null
null,PC IMPULSE,1,1,null,1175,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1,PC IMPULSE,null,null,null,null,null,null,null,null,null,null
null,PC IMPULSE,1,1,null,1176,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1,PC IMPULSE,null,null,null,null,null,null,null,null,null,null
null,PC IMPULSE,1,1,null,1177,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1,PC IMPULSE,null,null,null,null,null,null,null,null,null,null
null,PC IMPULSE,1,1,null,1178,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1,PC IMPULSE,null,null,null,null,null,null,null,null,null,null
null,PC IMPULSE,1,1,null,1179,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1,PC IMPULSE,null,null,null,null,null,null,null,null,null,null
null,PC IMPULSE,1,1,null,1180,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1,PC IMPULSE,null,null,null,null,null,null,null,null,null,null
null,PC IMPULSE,1,1,null,1181,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1,PC IMPULSE,null,null,null,null,null,null,null,null,null,null
null,PC IMPULSE,1,1,null,1182,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1,PC IMPULSE,null,null,null,null,null,null,null,null,null,null
7.64026E+11,Hewlett Packard Multipurpose Paper - Brightness,0.6,0.6,null,1183,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,HEWLETT PACKARD,null,0.6,PC PAPER CLIPS,null,null,null,null,null,null,null,null,null,null
null,STO BABY SPR,5.99,5.99,null,1184,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,SIMPLE TRUTH ORGANIC,null,5.99,STO BABY SPR,null,null,null,null,null,null,null,null,null,null
null,LEGO 71029,4.99,4.99,null,1185,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,4.99,LEGO 71029,null,null,null,null,null,null,null,null,null,null
null,PC JAMIE PANEL,23.99,23.99,null,1186,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,23.99,PC JAMIE PANEL,null,null,null,null,null,null,null,null,null,null
null,PC JAMIE PANEL,23.99,23.99,null,1187,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,23.99,PC JAMIE PANEL,null,null,null,null,null,null,null,null,null,null
null,MY LIFE AS,8.87,8.87,null,1189,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,8.87,MY LIFE AS,null,null,null,null,null,null,null,null,null,null
null,LEGO 30554,4.97,4.97,null,1190,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,4.97,LEGO 30554,null,null,null,null,null,null,null,null,null,null
null,LEGO 30554,4.97,4.97,null,1191,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,4.97,LEGO 30554,null,null,null,null,null,null,null,null,null,null
null,REINFRCMENT,1.93,1.93,null,1192,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1.93,REINFRCMENT,null,null,null,null,null,null,null,null,null,null
null,PFFY,3.18,3.18,null,1193,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3.18,PFFY,null,null,null,null,null,null,null,null,null,null
null,1OZ DFP,1.24,1.24,null,1194,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1.24,1OZ DFP,null,null,null,null,null,null,null,null,null,null
null,500PC ELASTC,2.94,2.94,null,1195,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,2.94,500PC ELASTC,null,null,null,null,null,null,null,null,null,null
70158008678,Krazy Glue Sticks,9.17,9.17,null,1196,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KRAZY GLUE,null,9.17,GLUE STICK,null,null,null,null,null,null,null,null,null,null
70158008678,Krazy Glue Sticks,9.17,9.17,null,1197,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KRAZY GLUE,null,9.17,GLUE STICK,null,null,null,null,null,null,null,null,null,null
null,PURPLE HW,1,1,null,1198,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1,PURPLE HW,null,null,null,null,null,null,null,null,null,null
null,ENR AA24PK,16.24,16.24,null,1199,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,ENERGIZER MAX,null,16.24,ENR AA24PK,null,null,null,null,null,null,null,null,null,null
null,PLAY DOH,0.56,0.56,null,1200,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null
null,PLAY DOH,0.56,0.56,null,1201,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null
null,PLAY DOH,0.56,0.56,null,1202,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null
null,PLAY DOH,0.56,0.56,null,1203,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null
null,PLAY DOH,0.56,0.56,null,1204,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null
null,PLAY DON,0.56,0.56,null,1205,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DON,null,null,null,null,null,null,null,null,null,null
null,PLAY DOH,0.56,0.56,null,1206,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null
null,PLAY DOH,0.56,0.56,null,1207,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null
78300054764,Playtex Liners - Pre Sterilized Disposable,0.56,0.56,null,1208,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,PLAYTEX,null,0.56,PLAY DOE,null,null,null,null,null,null,null,null,null,null
null,DG CHOC 1PC,1.33,1.33,null,1209,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,1.33,DG CHOC 1PC,null,null,null,null,null,null,null,null,null,null
null,Sour Cream,4.28,4.28,null,1210,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,4.28,SOUR CREAM,null,null,null,null,null,null,null,null,null,null
null,Eggs,9.12,9.12,null,1211,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,9.12,EGGS 60CT,null,null,null,null,null,null,null,null,null,null
null,COMP BOOK,0.5,0.5,null,1212,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,0.5,COMP BOOK,null,null,null,null,null,null,null,null,null,null
11110916068,Fresh Selections House Salad With Bacon Kit,11.23,11.23,null,1213,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KROGER,null,11.23,HOUSE KIT,null,null,null,null,null,null,null,null,null,null
null,1% Milk,3.79,3.79,null,1214,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3.79,1% MILK,null,null,null,null,null,null,null,null,null,null
null,Apple Juice,3.38,3.38,null,1215,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,3.38,APPLE JUICE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1216,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1217,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1218,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1219,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1220,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1221,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1222,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1223,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CWEESE SAUCE,2.34,2.34,null,1224,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,2.34,CWEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1225,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1226,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CEEESE SAUCE,2.34,2.34,null,1227,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,2.34,CEEESE SAUCE,null,null,null,null,null,null,null,null,null,null
8.89714E+11,Crest 3D White Professional Effects Whitestrips,12.62,12.62,null,1228,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,CREST 3D WHITE,null,12.62,10X10 3D PL,null,null,null,null,null,null,null,null,null,null
null,CRAFTS,12.62,12.62,null,1229,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,12.62,CRAFTS,null,null,null,null,null,null,null,null,null,null
null,MS LRG RLNG,45.86,45.86,null,1230,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,45.86,MS LRG RLNG,null,null,null,null,null,null,null,null,null,null
null,COMP BOOK,0.5,0.5,null,1232,null,1,null,null,null,null,600f0cc70a720f053500002c,null,null,null,null,null,null,null,null,null,null,0.5,COMP BOOK,null,null,null,null,null,null,null,null,null,null
