bonusPointsEarned,bonusPointsEarnedReason,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,createDate1,dateScanned1,finishedDate1,modifyDate1,pointsAwardedDate1,purchaseDate1,id_oid
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 22:32,06-02-2021 22:32,null,06-02-2021 22:32,null,null,601f190c0a720f053c0000c4
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 11:07,06-02-2021 11:07,null,06-02-2021 11:07,null,null,601e787e0a7214ad25000051
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 14:02,06-02-2021 14:02,null,06-02-2021 14:02,null,null,601ea1830a720f053c000079
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 03:22,06-02-2021 03:22,null,06-02-2021 03:22,null,null,601e0b830a720f053c00002e
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 21:27,06-02-2021 21:27,null,06-02-2021 21:27,null,null,601f09d10a720f053c0000bd
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 20:37,06-02-2021 20:37,null,06-02-2021 20:37,null,null,601efe190a720f053c0000b8
27,COMPLETE_PARTNER_RECEIPT,50.6,4,FINISHED,4.66,601ead00b57b8a12187fce78,06-02-2021 14:53,06-02-2021 14:53,06-02-2021 14:53,06-02-2021 14:53,06-02-2021 14:53,05-02-2021 14:53,601ead5b0a720f053c00008f
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 04:02,06-02-2021 04:02,null,06-02-2021 04:02,null,null,601e14e30a7214ad2500002e
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 18:02,06-02-2021 18:02,null,06-02-2021 18:02,null,null,601ed9c40a7214ad25000078
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 06:47,06-02-2021 06:47,null,06-02-2021 06:47,null,null,601e3b8f0a720f053c000043
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 00:02,06-02-2021 00:02,null,06-02-2021 00:02,null,null,601ddca40a7214ad25000019
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 13:32,06-02-2021 13:32,null,06-02-2021 13:32,null,null,601e9a7b0a720f053c000074
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 15:42,06-02-2021 15:42,null,06-02-2021 15:42,null,null,601eb8f30a720f053c000099
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 13:17,06-02-2021 13:17,null,06-02-2021 13:17,null,null,601e96f60a7214ad2500005c
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 23:42,06-02-2021 23:42,null,06-02-2021 23:42,null,null,601f29740a720f053c0000cc
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 22:42,06-02-2021 22:42,null,06-02-2021 22:42,null,null,601f1b660a720f053c0000c6
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 05:02,06-02-2021 05:02,null,06-02-2021 05:02,null,null,601e22f20a720f053c000039
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 04:12,06-02-2021 04:12,null,06-02-2021 04:12,null,null,601e173d0a720f053c000032
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 06:22,06-02-2021 06:22,null,06-02-2021 06:22,null,null,601e35b40a7214ad2500003c
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 03:52,06-02-2021 03:52,null,06-02-2021 03:52,null,null,601e128a0a7214ad2500002c
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 23:52,06-02-2021 23:52,null,06-02-2021 23:52,null,null,601f2bca0a7214ad2500009a
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,06-02-2021 11:57,06-02-2021 11:57,null,06-02-2021 11:57,null,null,601e84360a720f053c000069
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 07:02,07-02-2021 07:02,null,07-02-2021 07:02,null,null,601f90920a720f053c0000f9
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 07:52,07-02-2021 07:52,null,07-02-2021 07:52,null,null,601f9c4a0a7214ad250000c8
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 16:52,07-02-2021 16:52,null,07-02-2021 16:52,null,null,60201adc0a7214ad250000ff
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 05:32,07-02-2021 05:32,null,07-02-2021 05:32,null,null,601f7b7a0a720f053c0000ee
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 07:37,07-02-2021 07:37,null,07-02-2021 07:37,null,null,601f98c60a720f053c0000fe
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 05:57,07-02-2021 05:57,null,07-02-2021 05:57,null,null,601f81560a720f053c0000f1
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 00:17,07-02-2021 00:17,null,07-02-2021 00:17,null,null,601f31a60a720f053c0000d0
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 20:17,07-02-2021 20:17,null,07-02-2021 20:17,null,null,60204ae80a7214ad25000111
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 23:27,07-02-2021 23:27,null,07-02-2021 23:27,null,null,6020776d0a7214ad25000120
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 13:42,07-02-2021 13:42,null,07-02-2021 13:42,null,null,601fee520a720f053c000120
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 12:22,07-02-2021 12:22,null,07-02-2021 12:22,null,null,601fdb920a7214ad250000e2
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 14:32,07-02-2021 14:32,null,07-02-2021 14:32,null,null,601ffa0a0a7214ad250000f2
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 21:12,07-02-2021 21:12,null,07-02-2021 21:12,null,null,602057ce0a720f053c000151
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 12:57,07-02-2021 12:57,null,07-02-2021 12:57,null,null,601fe3c80a7214ad250000e6
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 00:37,07-02-2021 00:37,null,07-02-2021 00:37,null,null,601f36570a7214ad2500009d
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 21:27,07-02-2021 21:27,null,07-02-2021 21:27,null,null,60205b510a7214ad25000117
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 12:17,07-02-2021 12:17,null,07-02-2021 12:17,null,null,601fda670a720f053c00011a
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 22:17,07-02-2021 22:17,null,07-02-2021 22:17,null,null,602067080a7214ad2500011c
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 06:42,07-02-2021 06:42,null,07-02-2021 06:42,null,null,601f8be40a7214ad250000c2
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 05:47,07-02-2021 05:47,null,07-02-2021 05:47,null,null,601f7f010a7214ad250000be
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 01:47,07-02-2021 01:47,null,07-02-2021 01:47,null,null,601f46bf0a7214ad250000a4
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 09:32,07-02-2021 09:32,null,07-02-2021 09:32,null,null,601fb3ba0a720f053c000109
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 00:47,07-02-2021 00:47,null,07-02-2021 00:47,null,null,601f38af0a720f053c0000d4
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 18:02,07-02-2021 18:02,null,07-02-2021 18:02,null,null,60202b430a7214ad25000103
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 00:32,07-02-2021 00:32,null,07-02-2021 00:32,null,null,601f35290a7214ad2500009c
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 02:17,07-02-2021 02:17,null,07-02-2021 02:17,null,null,601f4dc50a7214ad250000a9
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 16:37,07-02-2021 16:37,null,07-02-2021 16:37,null,null,602017570a720f053c000132
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 03:02,07-02-2021 03:02,null,07-02-2021 03:02,null,null,601f58540a7214ad250000ad
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 11:22,07-02-2021 11:22,null,07-02-2021 11:22,null,null,601fcd820a7214ad250000db
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,07-02-2021 00:52,07-02-2021 00:52,null,07-02-2021 00:52,null,null,601f39db0a720f053c0000d5
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 07:32,08-02-2021 07:32,null,08-02-2021 07:32,null,null,6020e91a0a720f053c000196
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 17:57,08-02-2021 17:57,null,08-02-2021 17:57,null,null,60217b960a720f05a8000012
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 00:02,08-02-2021 00:02,null,08-02-2021 00:02,null,null,60207fa20a7214ad25000123
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 20:17,08-02-2021 20:17,null,08-02-2021 20:17,null,null,60219c670a720f05a8000028
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 07:42,08-02-2021 07:42,null,08-02-2021 07:42,null,null,6020eb730a720f053c000197
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 18:22,08-02-2021 18:22,null,08-02-2021 18:22,null,null,602181720a7214d8e9000034
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 22:52,08-02-2021 22:52,null,08-02-2021 22:52,null,null,6021c0bb0a7214d8e900004e
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 07:12,08-02-2021 07:12,null,08-02-2021 07:12,null,null,6020e46b0a720f053c000194
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 05:12,08-02-2021 05:12,null,08-02-2021 05:12,null,null,6020c84a0a720f053c000187
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 16:57,08-02-2021 16:57,null,08-02-2021 16:57,null,null,60216d880a7214d8e9000004
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 02:32,08-02-2021 02:32,null,08-02-2021 02:32,null,null,6020a2cd0a720f053c000175
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 12:17,08-02-2021 12:17,null,08-02-2021 12:17,null,null,60212be60a7214ad25000166
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 03:12,08-02-2021 03:12,null,08-02-2021 03:12,null,null,6020ac2a0a720f053c000177
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 23:12,08-02-2021 23:12,null,08-02-2021 23:12,null,null,6021c56a0a720f05a8000036
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 03:47,08-02-2021 03:47,null,08-02-2021 03:47,null,null,6020b4610a7214ad25000139
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 06:57,08-02-2021 06:57,null,08-02-2021 06:57,null,null,6020e0e50a720f053c000193
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 17:32,08-02-2021 17:32,null,08-02-2021 17:32,null,null,602175ba0a7214d8e9000007
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 18:12,08-02-2021 18:12,null,08-02-2021 18:12,null,null,60217f1b0a720f05a8000016
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 05:27,08-02-2021 05:27,null,08-02-2021 05:27,null,null,6020cbce0a7214ad25000140
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 18:17,08-02-2021 18:17,null,08-02-2021 18:17,null,null,6021804a0a720f05a8000019
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 20:02,08-02-2021 20:02,null,08-02-2021 20:02,null,null,602198e50a720f05a8000027
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 14:07,08-02-2021 14:07,null,08-02-2021 14:07,null,null,602145ae0a720f0573000007
25,COMPLETE_NONPARTNER_RECEIPT,25,1,FINISHED,1,6021768799409b11fcf8987f,08-02-2021 17:37,08-02-2021 17:37,08-02-2021 17:37,08-02-2021 17:37,08-02-2021 17:37,08-03-2021 17:37,602176c90a7214d8e9000028
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 10:47,08-02-2021 10:47,null,08-02-2021 10:47,null,null,602116ce0a7214ad2500015e
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 23:32,08-02-2021 23:32,null,08-02-2021 23:32,null,null,6021ca1c0a720f05a8000039
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 08:47,08-02-2021 08:47,null,08-02-2021 08:47,null,null,6020faae0a7214ad25000152
0,null,0,null,PENDING,null,54ca99a9e4b0b11b4f7d6dc5,08-02-2021 16:02,08-02-2021 16:02,08-02-2021 16:02,08-02-2021 16:02,null,null,602160a30a720f05c0000001
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 02:22,08-02-2021 02:22,null,08-02-2021 02:22,null,null,6020a0720a720f053c000173
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 08:02,08-02-2021 08:02,null,08-02-2021 08:02,null,null,6020f0220a7214ad25000150
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,08-02-2021 14:42,08-02-2021 14:42,null,08-02-2021 14:42,null,null,60214de60a720f057300000b
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 02:15,09-02-2021 02:15,null,09-02-2021 02:15,null,null,6021f05f0a720f05a8000062
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 00:12,09-02-2021 00:12,null,09-02-2021 00:12,null,null,6021d37b0a720f05a800003c
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 02:02,09-02-2021 02:02,null,09-02-2021 02:02,null,null,6021ed3c0a720f05a800005f
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 20:47,09-02-2021 20:47,null,09-02-2021 20:47,null,null,6022f4e60a7214d8e9000112
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 02:03,09-02-2021 02:03,null,09-02-2021 02:03,null,null,6021ed890a720f05a8000060
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 15:57,09-02-2021 15:57,null,09-02-2021 15:57,null,null,6022b0ef0a7214d8e90000f3
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 18:47,09-02-2021 18:47,null,09-02-2021 18:47,null,null,6022d8c90a720f05a80000e7
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 23:37,09-02-2021 23:37,null,09-02-2021 23:37,null,null,60231cbd0a720f05a8000108
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 12:12,09-02-2021 12:12,null,09-02-2021 12:12,null,null,60227c330a720f05a800009c
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 02:13,09-02-2021 02:13,null,09-02-2021 02:13,null,null,6021efe50a7214d8e9000081
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 19:52,09-02-2021 19:52,null,09-02-2021 19:52,null,null,6022e8000a720f05a80000ef
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 17:07,09-02-2021 17:07,null,09-02-2021 17:07,null,null,6022c1580a7214d8e90000ff
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 04:47,09-02-2021 04:47,null,09-02-2021 04:47,null,null,602213e70a720f05a8000071
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 23:57,09-02-2021 23:57,null,09-02-2021 23:57,null,null,6023216c0a720f05a800010a
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 00:24,09-02-2021 00:24,null,09-02-2021 00:24,null,null,6021d63a0a7214d8e9000058
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 07:32,09-02-2021 07:32,null,09-02-2021 07:32,null,null,60223a950a7214d8e90000a2
5,All-receipts receipt bonus,5,2,FINISHED,1,6022998599409b11fcf89c53,09-02-2021 14:18,09-02-2021 14:18,09-02-2021 14:18,09-02-2021 14:18,09-02-2021 14:18,08-02-2021 14:18,602299b40a720f05a80000bc
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 06:52,09-02-2021 06:52,null,09-02-2021 06:52,null,null,602231350a7214d8e900009f
500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600,1,FINISHED,1,6022998599409b11fcf89c53,09-02-2021 14:18,09-02-2021 14:18,09-02-2021 14:18,09-02-2021 14:18,09-02-2021 14:18,08-02-2021 14:18,602299ad0a7214d8e90000d7
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 18:52,09-02-2021 18:52,null,09-02-2021 18:52,null,null,6022d9f60a720f05a80000e8
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 12:02,09-02-2021 12:02,null,09-02-2021 12:02,null,null,602279db0a720f05a800009b
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 11:42,09-02-2021 11:42,null,09-02-2021 11:42,null,null,6022752b0a7214d8e90000be
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 09:12,09-02-2021 09:12,null,09-02-2021 09:12,null,null,602252050a7214d8e90000ae
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 01:58,09-02-2021 01:58,null,09-02-2021 01:58,null,null,6021ec5f0a720f05a800005d
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 17:12,09-02-2021 17:12,null,09-02-2021 17:12,null,null,6022c2820a720f05a80000dd
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 03:32,09-02-2021 03:32,null,09-02-2021 03:32,null,null,602202540a720f05a800006a
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 16:22,09-02-2021 16:22,null,09-02-2021 16:22,null,null,6022b6cb0a7214d8e90000f8
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 16:42,09-02-2021 16:42,null,09-02-2021 16:42,null,null,6022bb780a7214d8e90000fb
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 00:35,09-02-2021 00:35,null,09-02-2021 00:35,null,null,6021d8cf0a7214d8e900005c
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,09-02-2021 23:07,09-02-2021 23:07,null,09-02-2021 23:07,null,null,602315b50a720f05a8000104
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 02:27,10-02-2021 02:27,null,10-02-2021 02:27,null,null,602344970a7214d8e900012f
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 13:42,10-02-2021 13:42,null,10-02-2021 13:42,null,null,6023e2c90a7214d8e9000175
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 23:07,10-02-2021 23:07,null,10-02-2021 23:07,null,null,602467370a720f05a80001b7
250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250,5,FINISHED,25,602401f1c081001222409ad6,10-02-2021 15:56,10-02-2021 15:56,10-02-2021 15:57,10-02-2021 15:57,10-02-2021 15:57,05-02-2021 06:00,6024024b0a7214d8e900018d
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 04:57,10-02-2021 04:57,null,10-02-2021 04:57,null,null,602367ba0a720f05a800012e
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 19:47,10-02-2021 19:47,null,10-02-2021 19:47,null,null,602438550a720f05a8000192
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 02:32,10-02-2021 02:32,null,10-02-2021 02:32,null,null,602345c20a7214d8e9000130
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 01:52,10-02-2021 01:52,null,10-02-2021 01:52,null,null,60233c5f0a720f05a8000119
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",789.2,2,FINISHED,5.88,60245433efa60112282c1859,10-02-2021 21:46,10-02-2021 21:46,10-02-2021 21:46,10-02-2021 21:46,10-02-2021 21:46,01-02-2021 00:00,602454340a720f05a80001ae
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 09:07,10-02-2021 09:07,null,10-02-2021 09:07,null,null,6023a2530a720f05a8000144
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 22:27,10-02-2021 22:27,null,10-02-2021 22:27,null,null,60245dd50a720f05a80001b2
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 21:17,10-02-2021 21:17,null,10-02-2021 21:17,null,null,60244d6e0a7214d8e90001c9
500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",500,5,FINISHED,25,602401f1c081001222409ad6,10-02-2021 15:56,10-02-2021 15:56,10-02-2021 15:56,10-02-2021 15:56,10-02-2021 15:56,07-02-2021 06:00,6024024b0a7214d8e900018c
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 08:02,10-02-2021 08:02,null,10-02-2021 08:02,null,null,602393180a720f05a800013d
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 11:12,10-02-2021 11:12,null,10-02-2021 11:12,null,null,6023bfa00a7214d8e9000168
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 22:47,10-02-2021 22:47,null,10-02-2021 22:47,null,null,602462850a720f05a80001b3
0,null,250,5,FINISHED,49.95,6024291f58b989121e6bad5f,10-02-2021 18:44,10-02-2021 18:44,10-02-2021 18:44,10-02-2021 18:44,10-02-2021 18:44,07-02-2021 06:00,602429930a720f05a800018b
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 06:42,10-02-2021 06:42,null,10-02-2021 06:42,null,null,602380580a7214d8e900014a
5,All-receipts receipt bonus,5,5,FINISHED,49.95,602401f1c081001222409ad6,10-02-2021 15:57,10-02-2021 15:57,10-02-2021 15:57,10-02-2021 15:57,10-02-2021 15:57,27-01-2021 00:00,602402750a720f05a800016f
5,All-receipts receipt bonus,5,1,FINISHED,1,54943462e4b07e684157a532,10-02-2021 18:43,10-02-2021 18:43,10-02-2021 18:43,10-02-2021 18:43,10-02-2021 18:43,09-02-2021 18:43,602429640a720f05a8000187
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 12:22,10-02-2021 12:22,null,10-02-2021 12:22,null,null,6023d0080a720f05a8000155
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 20:02,10-02-2021 20:02,null,10-02-2021 20:02,null,null,60243bdb0a720f05a80001a2
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 22:37,10-02-2021 22:37,null,10-02-2021 22:37,null,null,602460300a7214d8e90001d6
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 01:07,10-02-2021 01:07,null,10-02-2021 01:07,null,null,602331d70a720f05a8000113
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 22:32,10-02-2021 22:32,null,10-02-2021 22:32,null,null,60245f020a7214d8e90001d5
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 18:37,10-02-2021 18:37,null,10-02-2021 18:37,null,null,602427ec0a720f05a8000180
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 14:32,10-02-2021 14:32,null,10-02-2021 14:32,null,null,6023ee820a720f05a8000163
5,All-receipts receipt bonus,5,1,FINISHED,1,54943462e4b07e684157a532,10-02-2021 19:52,10-02-2021 19:52,10-02-2021 19:52,10-02-2021 19:52,10-02-2021 19:52,28-01-2021 19:52,602439950a7214d8e90001c2
5,All-receipts receipt bonus,5,4,FINISHED,4.66,602401f1c081001222409ad6,10-02-2021 15:57,10-02-2021 15:57,10-02-2021 15:57,10-02-2021 15:57,10-02-2021 15:57,09-02-2021 15:57,602402600a7214d8e9000195
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,10-02-2021 19:52,10-02-2021 19:52,null,10-02-2021 19:52,null,null,6024397f0a720f05a8000199
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,11-02-2021 19:57,11-02-2021 19:57,null,11-02-2021 19:57,null,null,60258c2b0a7214d8e900028f
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,11-02-2021 01:07,11-02-2021 01:07,null,11-02-2021 01:07,null,null,602483540a7214d8e90001ea
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,11-02-2021 16:57,11-02-2021 16:57,null,11-02-2021 16:57,null,null,602561fd0a7214d8e9000273
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,11-02-2021 17:17,11-02-2021 17:17,null,11-02-2021 17:17,null,null,602566ae0a7214d8e900027b
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,11-02-2021 12:07,11-02-2021 12:07,null,11-02-2021 12:07,null,null,60251e050a720f05a80001fc
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,11-02-2021 10:47,11-02-2021 10:47,null,11-02-2021 10:47,null,null,60250b440a720f05a80001f5
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,11-02-2021 13:32,11-02-2021 13:32,null,11-02-2021 13:32,null,null,602531f00a7214d8e900023e
